Country,Region,Wine,Classification,Style,Grapes
Japan,Hokkaido,Yoichi,GI,Red,Pinot Noir
Japan,Iwate,Iwate,Regional,White,Riesling Lion; Kerner
Japan,Nagano,Chikumagawa Wine Valley,Regional,Red,Merlot
Japan,Nagano,Nagano,GI,Red,Merlot; Chardonnay
Japan,Nagano,Nihon Alps Wine Valley,Regional,White,Chardonnay
Japan,National,Muscat Bailey A,Grape wine,Red,Muscat Bailey A
Japan,Niigata,Niigata,Regional,White,Albariño
Japan,Osaka,Osaka,GI,Red,Delaware; Merlot
Japan,Yamagata,Yamagata,GI,Red,Merlot; Delaware
Japan,Yamanashi,Katsunuma,Regional,White,Koshu
Japan,Yamanashi,Yamanashi,GI,White,Koshu
Japan,Yamanashi,Yamanashi Katsunuma Koshu,GI,White,Koshu
Jordan,Amman,Mount Nebo,Regional,Red,Cabernet Sauvignon; Merlot
Jordan,Madaba,Madaba,Regional,Red,Cabernet Sauvignon
Kazakhstan,Almaty,Assa Valley,Regional,Red,Saperavi; Cabernet Sauvignon
Kazakhstan,Almaty,Turgen,Regional,Red,Saperavi
Kenya,Rift Valley,Lake Naivasha,Regional,White,Sauvignon Blanc
Kenya,Rift Valley,Naivasha,Regional,Red,Shiraz; Sauvignon Blanc
Kosovo,Rahovec,Rahovec,Regional,Red,Vranac; Merlot
Kyrgyzstan,Chüy,Chüy Valley,Regional,Red,Saperavi
Kyrgyzstan,Issyk-Kul,Issyk-Kul,Regional,White,Rkatsiteli
Laos,Vientiane,Vientiane,Regional,Red,Cabernet Sauvignon
Lebanon,Batroun,Batroun,Regional,White,Obeidi; Chardonnay
Lebanon,Bekaa Valley,Bekaa Valley,Regional,Red,Cinsault; Cabernet Sauvignon; Carignan
Lebanon,Bekaa Valley,Kefraya,Regional,Red,Syrah; Cabernet Sauvignon
Lebanon,Bekaa Valley,Zahlé,Regional,Red,Cinsault; Carignan
Lebanon,Jezzine,Jezzine,Regional,Red,Syrah; Cinsault
Lebanon,Mount Lebanon,Mount Lebanon,Regional,Red,Syrah; Cabernet Sauvignon
Liechtenstein,Oberland,Vaduz,Regional,Red,Blauburgunder
Liechtenstein,Unterland,Balzers,Regional,White,Müller-Thurgau
Luxembourg,Moselle,Crémant de Luxembourg,AOP,Sparkling,Rivaner; Pinot Blanc
Luxembourg,Moselle,Elbling,AOP,White,Elbling
Luxembourg,Moselle,Moselle Luxembourgeoise,AOP,White,Rivaner; Auxerrois; Riesling
Madagascar,Fianarantsoa,Ambalavao,Regional,White,Villard
Madagascar,Fianarantsoa,Betsileo,Regional,Rosé,Villard; Couderc
Malta,Gozo,Gozo DOK,PDO,White,Girgentina; Chardonnay
Malta,Malta,Malta DOK,PDO,Red,Ġellewża; Syrah
Malta,Malta,Marsaxlokk,Regional,Red,Ġellewża
Mexico,Aguascalientes,Aguascalientes,Regional,Red,Cabernet Sauvignon
Mexico,Baja California,Valle de Calafia,Regional,Red,Nebbiolo; Syrah
Mexico,Baja California,Valle de Guadalupe,Regional,Red,Nebbiolo; Cabernet Sauvignon; Tempranillo
Mexico,Baja California,Valle de las Palmas,Regional,Red,Cabernet Sauvignon
Mexico,Baja California,Valle de Ojos Negros,Regional,White,Chardonnay; Chenin Blanc
Mexico,Baja California,Valle de San Vicente,Regional,Red,Cabernet Sauvignon
Mexico,Baja California,Valle de Santo Tomás,Regional,Red,Cabernet Sauvignon; Merlot
Mexico,Baja California,Valle de Tanamá,Regional,Red,Nebbiolo
Mexico,Chihuahua,Chihuahua,Regional,Red,Cabernet Sauvignon
Mexico,Coahuila,Parras de la Fuente,Regional,Red,Cabernet Sauvignon; Shiraz
Mexico,Guanajuato,Guanajuato,Regional,Red,Malbec; Syrah
Mexico,Nuevo León,Valle de Parras Nuevo León,Regional,Red,Cabernet Sauvignon
Mexico,Puebla,Puebla,Regional,Red,Merlot
Mexico,Querétaro,Querétaro,Regional,Sparkling,Chardonnay; Pinot Noir
Mexico,Zacatecas,Valle de las Arcinas,Regional,Red,Cabernet Sauvignon; Malbec
Moldova,Codru,Codru,PGI,White,Fetească Albă; Chardonnay
Moldova,Codru,Cricova,Regional,Sparkling,Chardonnay; Pinot Noir
Moldova,Codru,Milestii Mici,Regional,Red,Cabernet Sauvignon
Moldova,Divin,Divin,PGI,Fortified,Ugni Blanc
Moldova,National,Fetească Neagră (Moldova),Grape wine,Red,Fetească Neagră
Moldova,National,Rara Neagră,Grape wine,Red,Rara Neagră
Moldova,Ștefan Vodă,Negru de Purcari,Brand-appellation,Red,Cabernet Sauvignon; Rara Neagră; Saperavi
Moldova,Ștefan Vodă,Ștefan Vodă,PGI,Red,Rara Neagră; Cabernet Sauvignon
Moldova,Valul lui Traian,Ciumai,Regional,Sweet Red,Cabernet Sauvignon
Moldova,Valul lui Traian,Valul lui Traian,PGI,Red,Merlot; Cabernet Sauvignon
Montenegro,Podgorica Basin,Krstač,PDO,White,Krstač
Montenegro,Podgorica Basin,Vranac Crmnica,PDO,Red,Vranac
Morocco,Casablanca,Gris de Boulaouane,AOG,Rosé,Cinsault; Grenache
Morocco,Fès,Zerhoune,AOG,Red,Carignan; Cinsault
Morocco,Meknès,Beni M'Tir,AOG,Red,Cabernet Sauvignon; Syrah
Morocco,Meknès,Beni Sadden,AOG,Red,Carignan
Morocco,Meknès,Coteaux de l'Atlas,AOC,Red,Syrah; Cabernet Sauvignon
Morocco,Meknès,Guerrouane,AOG,Red,Carignan; Cinsault; Grenache
Morocco,Meknès,Sais,AOG,Red,Carignan; Cinsault
Morocco,Oriental,Angad,AOG,Red,Carignan
Morocco,Oriental,Berkane,AOG,Red,Carignan; Alicante Bouschet
Morocco,Rabat,Chellah,AOG,Red,Carignan
Myanmar,Shan State,Aythaya (Taunggyi),Regional,Red,Shiraz; Sauvignon Blanc
Myanmar,Shan State,Inle Lake,Regional,Red,Shiraz; Chenin Blanc
Myanmar,Shan State,Taunggyi,Regional,White,Sauvignon Blanc
Namibia,Erongo,Omaruru,Regional,Red,Colombard; Ruby Cabernet
Namibia,Hardap,Hardap,Regional,Red,Ruby Cabernet
Nepal,Bagmati,Kathmandu Valley,Regional,Red,Cabernet Sauvignon
Netherlands,Gelderland,Achterhoek,PGI,White,Solaris
Netherlands,Gelderland,Betuwe,PGI,White,Solaris; Johanniter
Netherlands,Limburg,Limburg,PGI,White,Auxerrois; Riesling
Netherlands,Zeeland,Zeeland,PGI,White,Johanniter
New Zealand,Auckland,Clevedon,Regional,Red,Merlot; Syrah
New Zealand,Auckland,Henderson,Regional,Red,Cabernet Sauvignon
New Zealand,Auckland,Kumeu,GI,White,Chardonnay
New Zealand,Auckland,Matakana,GI,Red,Syrah; Merlot
New Zealand,Auckland,Waiheke Island,GI,Red,Cabernet Sauvignon; Syrah
New Zealand,Canterbury,Canterbury Plains,GI,White,Chardonnay; Riesling
New Zealand,Canterbury,North Canterbury,GI,Red,Pinot Noir; Riesling
New Zealand,Canterbury,Waipara Valley,GI,White,Riesling; Pinot Noir
New Zealand,Canterbury,Waitaki Valley North Otago,GI,Red,Pinot Noir
New Zealand,Central Otago,Alexandra,GI,Red,Pinot Noir; Riesling
New Zealand,Central Otago,Bannockburn,GI,Red,Pinot Noir
New Zealand,Central Otago,Bendigo,GI,Red,Pinot Noir
New Zealand,Central Otago,Central Otago,GI,Red,Pinot Noir
New Zealand,Central Otago,Cromwell Basin,GI,Red,Pinot Noir
New Zealand,Central Otago,Gibbston,GI,Red,Pinot Noir
New Zealand,Central Otago,Wanaka,GI,Red,Pinot Noir
New Zealand,Gisborne,Gisborne,GI,White,Chardonnay; Gewürztraminer
New Zealand,Gisborne,Ormond,Regional,White,Chardonnay
New Zealand,Hawke's Bay,Bridge Pa Triangle,GI,Red,Syrah; Merlot
New Zealand,Hawke's Bay,Central Hawke's Bay,Regional,Red,Merlot
New Zealand,Hawke's Bay,Gimblett Gravels,GI,Red,Syrah; Merlot; Cabernet Sauvignon
New Zealand,Hawke's Bay,Hawke's Bay,GI,Red,Merlot; Syrah; Chardonnay
New Zealand,Marlborough,Awatere Valley,GI,White,Sauvignon Blanc; Riesling
New Zealand,Marlborough,Kekerengu Coast,Regional,White,Sauvignon Blanc
New Zealand,Marlborough,Marlborough,GI,White,Sauvignon Blanc; Pinot Noir
New Zealand,Marlborough,Southern Valleys,Regional,Red,Pinot Noir
New Zealand,Marlborough,Wairau Valley,GI,White,Sauvignon Blanc
New Zealand,Nelson,Moutere Hills,Regional,White,Chardonnay
New Zealand,Nelson,Nelson,GI,White,Sauvignon Blanc; Chardonnay
New Zealand,Nelson,Waimea Plains,Regional,White,Sauvignon Blanc
New Zealand,Northland,Northland,GI,Red,Syrah; Chardonnay
New Zealand,Wairarapa,Gladstone,GI,Red,Pinot Noir; Sauvignon Blanc
New Zealand,Wairarapa,Martinborough,GI,Red,Pinot Noir
New Zealand,Wairarapa,Wairarapa,GI,Red,Pinot Noir
New Zealand,Waitaki,Waitaki Valley,GI,Red,Pinot Noir
North Macedonia,Pcinja-Osogovo,Pcinja,PDO,Red,Vranec
North Macedonia,Pelagonija-Polog,Pelagonija,PDO,Red,Vranec
North Macedonia,Povardarie,Stanušina,Grape wine,Rosé,Stanušina
North Macedonia,Povardarie,Temjanika,Grape wine,White,Temjanika
North Macedonia,Povardarie,Tikveš,PDO,Red,Vranec
North Macedonia,Povardarie,Vranec,Grape wine,Red,Vranec
Norway,Telemark,Telemark,Regional,White,Solaris
Norway,Vestfold,Norwegian Wine,Regional,White,Solaris
Palestine,Bethlehem,Cremisan Valley,Regional,White,Dabouki; Jandali; Hamdani
Palestine,Hebron,Hebron Hills,Regional,Red,Baladi
Paraguay,Guairá,Guairá,Regional,Red,Tannat; Cabernet Sauvignon
Peru,Arequipa,Majes,Regional,Red,Cabernet Sauvignon
Peru,Ica,Ica Valley,Regional,Red,Malbec; Tannat; Quebranta
Peru,Lima,Cañete,Regional,Red,Quebranta
Peru,Moquegua,Moquegua,Regional,Red,Quebranta; Italia
Peru,Tacna,Tacna,Regional,Red,Cabernet Sauvignon
Poland,Dolnośląskie,Lower Silesia,PGI,White,Solaris; Riesling
Poland,Lubuskie,Sulechów,PGI,White,Solaris
Poland,Lubuskie,Zielona Góra,PGI,White,Solaris; Riesling
Poland,Małopolska,Małopolski Przełom Wisły,PGI,White,Solaris; Seyval Blanc
Poland,Podkarpackie,Podkarpacie,PGI,White,Johanniter; Hibernal
Poland,Świętokrzyskie,Sandomierz,PGI,White,Johanniter
Portugal,Alentejo,Alentejo,DOC,Red,Aragonez; Trincadeira; Alicante Bouschet
Portugal,Alentejo,Alentejo Branco,DOC,White,Antão Vaz; Arinto; Roupeiro
Portugal,Alentejo,Borba,DOC,Red,Aragonez; Trincadeira
Portugal,Alentejo,Évora,DOC,Red,Trincadeira; Aragonez
Portugal,Alentejo,Granja-Amareleja,DOC,Red,Moreto; Trincadeira
Portugal,Alentejo,Moura,DOC,Red,Alfrocheiro; Trincadeira
Portugal,Alentejo,Portalegre,DOC,Red,Trincadeira; Grand Noir
Portugal,Alentejo,Redondo,DOC,Red,Aragonez; Trincadeira
Portugal,Alentejo,Reguengos,DOC,Red,Trincadeira; Aragonez
Portugal,Alentejo,Vidigueira,DOC,White,Antão Vaz
Portugal,Alentejo,Vinho de Talha,DOC,Red,Aragonez; Trincadeira
Portugal,Algarve,Lagoa,DOC,Red,Negra Mole
Portugal,Algarve,Lagos,DOC,Red,Negra Mole; Castelão
Portugal,Algarve,Portimão,DOC,Red,Negra Mole
Portugal,Algarve,Tavira,DOC,Red,Negra Mole; Castelão
Portugal,Azores,Biscoitos,DOC,Fortified,Verdelho
Portugal,Azores,Graciosa,DOC,White,Verdelho; Arinto
Portugal,Azores,Pico,DOC,White,Verdelho; Arinto dos Açores
Portugal,Azores,Terceira,Regional,White,Verdelho
Portugal,Bairrada,Bairrada,DOC,Red,Baga
Portugal,Bairrada,Bairrada Espumante,DOC,Sparkling,Baga; Maria Gomes
Portugal,Beiras,Beira Interior,DOC,Red,Touriga Nacional; Rufete
Portugal,Beiras,Castelo Rodrigo,DOC,Red,Touriga Nacional
Portugal,Beiras,Cova da Beira,DOC,Red,Rufete; Touriga Nacional
Portugal,Beiras,Lafões,DOC,White,Arinto; Cerceal
Portugal,Beiras,Pinhel,DOC,White,Síria
Portugal,Beiras,Távora-Varosa,DOC,Sparkling,Chardonnay; Malvasia Fina
Portugal,Dão,Dão,DOC,Red,Touriga Nacional; Jaen; Alfrocheiro
Portugal,Dão,Dão Branco,DOC,White,Encruzado
Portugal,Dão,Dão Serra da Estrela,DOC,Red,Touriga Nacional
Portugal,Dão,Dão Silgueiros,DOC,Red,Touriga Nacional; Jaen
Portugal,Douro,Douro,DOC,Red,Touriga Nacional; Touriga Franca; Tinta Roriz
Portugal,Douro,Douro Baixo Corgo,DOC,Red,Touriga Franca; Tinta Roriz
Portugal,Douro,Douro Branco,DOC,White,Rabigato; Viosinho; Gouveio
Portugal,Douro,Douro Cima Corgo,DOC,Red,Touriga Nacional; Touriga Franca
Portugal,Douro,Douro Superior,DOC,Red,Touriga Nacional; Touriga Franca
Portugal,Douro,Moscatel do Douro,DOC,Fortified,Moscatel Galego
Portugal,Douro,Porto Branco,DOC,Fortified,Malvasia Fina; Gouveio
Portugal,Douro,Porto Colheita,DOC,Fortified,Touriga Franca; Tinta Roriz
Portugal,Douro,Porto Crusted,DOC,Fortified,Touriga Franca; Tinta Barroca
Portugal,Douro,Porto Garrafeira,DOC,Fortified,Touriga Franca
Portugal,Douro,Porto Late Bottled Vintage,DOC,Fortified,Touriga Franca; Tinta Barroca
Portugal,Douro,Porto Rosé,DOC,Fortified,Touriga Nacional
Portugal,Douro,Porto Ruby,DOC,Fortified,Touriga Nacional; Touriga Franca
Portugal,Douro,Porto Tawny,DOC,Fortified,Touriga Franca; Tinta Roriz
Portugal,Douro,Porto Vintage,DOC,Fortified,Touriga Nacional; Touriga Franca
Portugal,Lisboa,Alenquer,DOC,Red,Castelão; Touriga Nacional
Portugal,Lisboa,Arruda,DOC,Red,Castelão
Portugal,Lisboa,Bucelas,DOC,White,Arinto
Portugal,Lisboa,Carcavelos,DOC,Fortified,Galego Dourado; Arinto
Portugal,Lisboa,Colares,DOC,Red,Ramisco
Portugal,Lisboa,Encostas d'Aire,DOC,Red,Castelão; Trincadeira
Portugal,Lisboa,Lourinhã,DOC,White,Malvasia Rei
Portugal,Lisboa,Óbidos,DOC,White,Arinto; Fernão Pires
Portugal,Lisboa,Torres Vedras,DOC,Red,Castelão; Tinta Miúda
Portugal,Madeira,Madeira Bual,DOC,Fortified,Boal
Portugal,Madeira,Madeira Malmsey,DOC,Fortified,Malvasia
Portugal,Madeira,Madeira Rainwater,DOC,Fortified,Tinta Negra
Portugal,Madeira,Madeira Sercial,DOC,Fortified,Sercial
Portugal,Madeira,Madeira Terrantez,DOC,Fortified,Terrantez
Portugal,Madeira,Madeira Tinta Negra,DOC,Fortified,Tinta Negra
Portugal,Madeira,Madeira Verdelho,DOC,Fortified,Verdelho
Portugal,Setúbal,Moscatel de Setúbal,DOC,Fortified,Moscatel de Setúbal
Portugal,Setúbal,Moscatel Roxo,DOC,Fortified,Moscatel Roxo
Portugal,Setúbal,Palmela,DOC,Red,Castelão
Portugal,Setúbal,Península de Setúbal,VR,Red,Castelão; Syrah
Portugal,Tejo,Tejo,DOC,Red,Castelão; Trincadeira; Touriga Nacional
Portugal,Trás-os-Montes,Chaves,DOC,Red,Tinta Roriz
Portugal,Trás-os-Montes,Trás-os-Montes,DOC,Red,Tinta Roriz; Trincadeira
Portugal,Trás-os-Montes,Valpaços,DOC,Red,Tinta Roriz; Touriga Franca
Portugal,Vinho Verde,Vinho Verde,DOC,White,Loureiro; Alvarinho; Trajadura
Portugal,Vinho Verde,Vinho Verde Alvarinho (Monção e Melgaço),DOC,White,Alvarinho
Portugal,Vinho Verde,Vinho Verde Amarante,DOC,White,Avesso; Loureiro
Portugal,Vinho Verde,Vinho Verde Ave,DOC,White,Loureiro; Trajadura
Portugal,Vinho Verde,Vinho Verde Baião,DOC,White,Avesso
Portugal,Vinho Verde,Vinho Verde Basto,DOC,White,Azal
Portugal,Vinho Verde,Vinho Verde Cávado,DOC,White,Loureiro
Portugal,Vinho Verde,Vinho Verde Espumante,DOC,Sparkling,Loureiro; Alvarinho
Portugal,Vinho Verde,Vinho Verde Loureiro (Lima),DOC,White,Loureiro
Portugal,Vinho Verde,Vinho Verde Paiva,DOC,White,Avesso
Portugal,Vinho Verde,Vinho Verde Sousa,DOC,White,Azal; Avesso
Portugal,Vinho Verde,Vinho Verde Tinto,DOC,Red,Vinhão
Romania,Banat & Crișana,Miniș,DOC,Red,Cadarcă; Cabernet Sauvignon
Romania,Banat & Crișana,Recaș,DOC,Red,Fetească Neagră; Cabernet Sauvignon
Romania,Dobrogea,Babadag,DOC,Red,Merlot; Cabernet Sauvignon
Romania,Dobrogea,Murfatlar,DOC,Sweet White,Chardonnay; Pinot Gris
Romania,Dobrogea,Sarica Niculițel,DOC,Red,Merlot; Cabernet Sauvignon
Romania,Moldovan Hills,Bohotin,DOC,Sweet Rosé,Busuioacă de Bohotin
Romania,Moldovan Hills,Cotești,DOC,Red,Fetească Neagră; Merlot
Romania,Moldovan Hills,Cotnari,DOC,Sweet White,Grasă de Cotnari; Tămâioasă Românească
Romania,Moldovan Hills,Huși,DOC,White,Zghihară de Huși
Romania,Moldovan Hills,Iași,DOC,White,Fetească Albă
Romania,Moldovan Hills,Nicorești,DOC,Red,Băbească Neagră
Romania,Moldovan Hills,Odobești,DOC,White,Fetească Albă; Riesling Italian
Romania,Moldovan Hills,Panciu,DOC,Sparkling,Fetească Regală
Romania,Muntenia,Busuioacă de Bohotin,DOC,Sweet Rosé,Busuioacă de Bohotin
Romania,Muntenia,Dealu Mare,DOC,Red,Fetească Neagră; Cabernet Sauvignon
Romania,Muntenia,Pietroasa,DOC,Sweet White,Tămâioasă Românească
Romania,Muntenia,Pietroasele,DOC,Sweet White,Tămâioasă Românească
Romania,Muntenia,Ștefănești,DOC,White,Fetească Regală
Romania,Oltenia,Banu Mărăcine,DOC,Red,Cabernet Sauvignon
Romania,Oltenia,Corcova,DOC,Red,Merlot; Cabernet Sauvignon
Romania,Oltenia,Drăgășani,DOC,White,Crâmpoșie Selecționată
Romania,Oltenia,Sâmburești,DOC,Red,Cabernet Sauvignon
Romania,Oltenia,Segarcea,DOC,Red,Fetească Neagră; Merlot
Romania,Transylvania,Aiud,DOC,White,Fetească Albă
Romania,Transylvania,Alba Iulia,DOC,White,Fetească Albă
Romania,Transylvania,Jidvei,DOC,White,Fetească Regală
Romania,Transylvania,Lechința,DOC,White,Fetească Albă
Romania,Transylvania,Târnave,DOC,White,Fetească Albă; Traminer
Russia,Crimea,Crimea,PGI,Fortified,Muscat; Kokur
Russia,Crimea,Sevastopol,PGI,Sparkling,Chardonnay; Pinot Noir
Russia,Dagestan,Dagestan,PGI,Fortified,Rkatsiteli; Muscat
Russia,Krasnodar,Abrau-Dyurso,Historic estate,Sparkling,Chardonnay; Pinot Noir
Russia,Krasnodar,Anapa,PGI,Sparkling,Chardonnay; Riesling
Russia,Krasnodar,Gelendzhik,PGI,Red,Cabernet Sauvignon
Russia,Krasnodar,Kuban,PGI,Red,Cabernet Sauvignon; Krasnostop Zolotovsky
Russia,Rostov,Tsimlyansk,PGI,Sparkling Red,Tsimlyansky Cherny
Russia,Stavropol,Stavropol,PGI,Red,Cabernet Sauvignon
San Marino,San Marino,Sammarinese,Regional,Red,Sangiovese
Serbia,Central Serbia,Belgrade,PDO,White,Chardonnay
Serbia,Central Serbia,Šumadija,PDO,Red,Prokupac; Cabernet Sauvignon
Serbia,Central Serbia,Tri Morave,PDO,Red,Prokupac
Serbia,Central Serbia,Župa,PDO,Rosé,Prokupac
Serbia,Eastern Serbia,Negotinska Krajina,PDO,Red,Prokupac; Cabernet Sauvignon
Serbia,Southern Serbia,Vranje,PDO,Red,Vranac; Prokupac
Serbia,Vojvodina,Banat,PDO,White,Kreaca
Serbia,Vojvodina,Bermet,Traditional,Fortified,Aromatized blend
Serbia,Vojvodina,Fruška Gora,PDO,White,Italian Riesling; Traminer
Serbia,Vojvodina,Srem,PDO,White,Italian Riesling
Serbia,Vojvodina,Subotica-Horgoš,PDO,White,Kevedinka
Slovakia,Južnoslovenská,Southern Slovakia,PDO,Red,Blaufränkisch; Alibernet
Slovakia,Malokarpatská,Modra,PDO,White,Grüner Veltliner
Slovakia,Malokarpatská,Small Carpathians,PDO,White,Grüner Veltliner; Riesling
Slovakia,National,Devín,Grape wine,White,Devín
Slovakia,Nitrianska,Nitra,PDO,White,Devín; Welschriesling
Slovakia,Stredoslovenská,Central Slovakia,PDO,Red,Blaufränkisch
Slovakia,Tokaj (Slovak),Tokajské Víno,PDO,Sweet White,Furmint; Lipovina
Slovakia,Východoslovenská,Eastern Slovakia,PDO,White,Welschriesling
Slovenia,Podravje,Ljutomer-Ormož,PDO,White,Laški Rizling; Šipon
Slovenia,Podravje,Maribor,PDO,White,Laški Rizling
Slovenia,Podravje,Prekmurje,PDO,White,Laški Rizling
Slovenia,Podravje,Radgona-Kapela,PDO,Sparkling,Chardonnay
Slovenia,Podravje,Štajerska Slovenija,PDO,White,Laški Rizling; Šipon
Slovenia,Posavje,Bela Krajina,PDO,Sweet White,Rumeni Muškat
Slovenia,Posavje,Bizeljsko-Sremič,PDO,White,Laški Rizling
Slovenia,Posavje,Cviček,PDO,Rosé,Žametovka; Modra Frankinja
Slovenia,Posavje,Dolenjska,PDO,Rosé,Žametovka
Slovenia,Primorska,Goriška Brda,PDO,White,Rebula; Chardonnay
Slovenia,Primorska,Koper,PDO,Red,Refošk
Slovenia,Primorska,Kras Teran,PDO,Red,Refošk
Slovenia,Primorska,Slovenska Istra,PDO,White,Malvazija
Slovenia,Primorska,Vipavska Dolina,PDO,White,Zelen; Pinela; Rebula
South Africa,Breede River Valley,Bonnievale,WO,White,Chardonnay
South Africa,Breede River Valley,Breedekloof,WO,White,Chenin Blanc
South Africa,Breede River Valley,Goudini,WO,White,Chenin Blanc
South Africa,Breede River Valley,Robertson,WO,White,Chardonnay; Sauvignon Blanc
South Africa,Breede River Valley,Slanghoek,WO,White,Chenin Blanc
South Africa,Breede River Valley,Worcester,WO,White,Chenin Blanc; Colombard
South Africa,Cape South Coast,Bot River,WO,Red,Syrah; Chenin Blanc
South Africa,Cape South Coast,Cape Agulhas,WO,White,Sauvignon Blanc
South Africa,Cape South Coast,Elgin,WO,White,Sauvignon Blanc; Chardonnay
South Africa,Cape South Coast,Elim,WO,White,Sauvignon Blanc; Syrah
South Africa,Cape South Coast,Hemel-en-Aarde Ridge,WO,Red,Pinot Noir
South Africa,Cape South Coast,Hemel-en-Aarde Valley,WO,Red,Pinot Noir; Chardonnay
South Africa,Cape South Coast,Overberg,WO,White,Sauvignon Blanc
South Africa,Cape South Coast,Plettenberg Bay,WO,Sparkling,Chardonnay; Pinot Noir
South Africa,Cape South Coast,Stanford Foothills,WO,Red,Pinot Noir
South Africa,Cape South Coast,Sunday's Glen,WO,Red,Pinot Noir
South Africa,Cape South Coast,Swellendam,WO,White,Sauvignon Blanc
South Africa,Cape South Coast,Upper Hemel-en-Aarde Valley,WO,Red,Pinot Noir
South Africa,Cape South Coast,Walker Bay,WO,Red,Pinot Noir; Chardonnay
South Africa,Cederberg,Cederberg,WO,White,Sauvignon Blanc; Chenin Blanc
South Africa,Coastal Region,Banghoek,WO,Red,Cabernet Sauvignon
South Africa,Coastal Region,Constantia,WO,White,Sauvignon Blanc
South Africa,Coastal Region,Darling,WO,White,Sauvignon Blanc
South Africa,Coastal Region,Devon Valley,WO,Red,Cabernet Sauvignon
South Africa,Coastal Region,Durbanville,WO,White,Sauvignon Blanc; Merlot
South Africa,Coastal Region,Franschhoek Valley,WO,White,Semillon; Cabernet Sauvignon
South Africa,Coastal Region,Jonkershoek Valley,WO,Red,Cabernet Sauvignon
South Africa,Coastal Region,Lutzville Valley,WO,White,Chenin Blanc
South Africa,Coastal Region,Malmesbury,WO,Red,Syrah
South Africa,Coastal Region,Paardeberg,WO,Red,Syrah; Chenin Blanc
South Africa,Coastal Region,Paarl,WO,Red,Shiraz; Cabernet Sauvignon
South Africa,Coastal Region,Papegaaiberg,WO,Red,Cabernet Sauvignon
South Africa,Coastal Region,Piekenierskloof,WO,Red,Grenache
South Africa,Coastal Region,Polkadraai Hills,WO,White,Chenin Blanc
South Africa,Coastal Region,Riebeekberg,WO,Red,Syrah
South Africa,Coastal Region,Simonsberg-Stellenbosch,WO,Red,Cabernet Sauvignon
South Africa,Coastal Region,Stellenbosch,WO,Red,Cabernet Sauvignon; Pinotage; Chenin Blanc
South Africa,Coastal Region,Stellenbosch Bottelary,WO,Red,Pinotage
South Africa,Coastal Region,Swartland,WO,Red,Syrah; Chenin Blanc
South Africa,Coastal Region,Tulbagh,WO,Sparkling,Chardonnay; Pinot Noir
South Africa,Coastal Region,Vin de Constance,Historic style,Sweet White,Muscat de Frontignan
South Africa,Coastal Region,Voor Paardeberg,WO,Red,Syrah
South Africa,Coastal Region,Wellington,WO,Red,Shiraz; Cabernet Sauvignon
South Africa,Klein Karoo,Barrydale,WO,Red,Syrah
South Africa,Klein Karoo,Calitzdorp,WO,Fortified,Touriga Nacional; Tinta Barocca
South Africa,Klein Karoo,Klein Karoo,WO,Fortified,Muscat; Touriga Nacional
South Africa,Klein Karoo,Montagu,WO,Fortified,Muscat
South Africa,National,Cape Blend,Style,Red,Pinotage; Cabernet Sauvignon; Merlot
South Africa,National,Cape Vintage (Cape Port),Style,Fortified,Touriga Nacional; Tinta Barocca
South Africa,National,Methode Cap Classique,Style,Sparkling,Chardonnay; Pinot Noir
South Africa,National,Pinotage,Grape wine,Red,Pinotage
South Africa,Northern Cape,Central Orange River,WO,White,Colombard
South Africa,Northern Cape,Douglas,WO,White,Colombard
South Africa,Northern Cape,Sutherland-Karoo,WO,Red,Syrah
South Africa,Olifants River,Citrusdal Mountain,WO,Red,Syrah; Chenin Blanc
South Africa,Olifants River,Olifants River,WO,White,Chenin Blanc; Colombard
South Korea,Chungcheongbuk,Yeongdong,Regional,Red,Campbell Early
South Korea,Gyeonggi,Anseong,Regional,Red,Campbell Early
South Korea,Gyeongsangbuk,Gyeongsan,Regional,Red,Campbell Early; MBA
Spain,Andalusia,Amontillado,DO,Fortified,Palomino
Spain,Andalusia,Bailén,VT,Red,Molinera
Spain,Andalusia,Condado de Huelva,DO,White,Zalema
Spain,Andalusia,Cream Sherry,DO,Fortified,Palomino; Pedro Ximénez
Spain,Andalusia,Fino,DO,Fortified,Palomino
Spain,Andalusia,Granada,DO,Red,Tempranillo; Garnacha
Spain,Andalusia,Jerez-Xérès-Sherry,DO,Fortified,Palomino; Pedro Ximénez; Moscatel
Spain,Andalusia,Lebrija,DO,Fortified,Palomino; Moscatel
Spain,Andalusia,Málaga,DO,Fortified,Pedro Ximénez; Moscatel
Spain,Andalusia,Manzanilla de Sanlúcar,DO,Fortified,Palomino
Spain,Andalusia,Montilla-Moriles,DO,Fortified,Pedro Ximénez
Spain,Andalusia,Moscatel de Chipiona,DO,Fortified,Moscatel
Spain,Andalusia,Oloroso,DO,Fortified,Palomino
Spain,Andalusia,Palo Cortado,DO,Fortified,Palomino
Spain,Andalusia,Pedro Ximénez Sherry,DO,Fortified,Pedro Ximénez
Spain,Andalusia,Sierra Norte de Sevilla,VT,Red,Tempranillo
Spain,Andalusia,Sierras de Málaga,DO,Red,Romé; Syrah
Spain,Balearic Islands,Binissalem,DO,Red,Manto Negro
Spain,Balearic Islands,Pla i Llevant,DO,Red,Callet; Manto Negro
Spain,Balearic Islands,Vi de la Terra Mallorca,VT,Red,Callet; Fogoneu
