country|region|wine|tier|style|grapes
New Zealand|Wairarapa|Gladstone|GI|Red|Pinot Noir; Sauvignon Blanc
New Zealand|Nelson|Nelson|GI|White|Sauvignon Blanc; Chardonnay
New Zealand|Canterbury|North Canterbury|GI|Red|Pinot Noir; Riesling
New Zealand|Canterbury|Waipara Valley|GI|White|Riesling; Pinot Noir
New Zealand|Canterbury|Canterbury Plains|GI|White|Chardonnay; Riesling
New Zealand|Waitaki|Waitaki Valley|GI|Red|Pinot Noir
New Zealand|Gisborne|Gisborne|GI|White|Chardonnay; Gewürztraminer
New Zealand|Auckland|Waiheke Island|GI|Red|Cabernet Sauvignon; Syrah
New Zealand|Auckland|Kumeu|GI|White|Chardonnay
New Zealand|Auckland|Matakana|GI|Red|Syrah; Merlot
New Zealand|Northland|Northland|GI|Red|Syrah; Chardonnay
South Africa|Coastal Region|Stellenbosch|WO|Red|Cabernet Sauvignon; Pinotage; Chenin Blanc
South Africa|Coastal Region|Paarl|WO|Red|Shiraz; Cabernet Sauvignon
South Africa|Coastal Region|Franschhoek Valley|WO|White|Semillon; Cabernet Sauvignon
South Africa|Coastal Region|Constantia|WO|White|Sauvignon Blanc
South Africa|Coastal Region|Vin de Constance|Historic style|Sweet White|Muscat de Frontignan
South Africa|Coastal Region|Swartland|WO|Red|Syrah; Chenin Blanc
South Africa|Coastal Region|Darling|WO|White|Sauvignon Blanc
South Africa|Coastal Region|Durbanville|WO|White|Sauvignon Blanc; Merlot
South Africa|Coastal Region|Tulbagh|WO|Sparkling|Chardonnay; Pinot Noir
South Africa|Coastal Region|Wellington|WO|Red|Shiraz; Cabernet Sauvignon
South Africa|Coastal Region|Simonsberg-Stellenbosch|WO|Red|Cabernet Sauvignon
South Africa|Coastal Region|Banghoek|WO|Red|Cabernet Sauvignon
South Africa|Cape South Coast|Elgin|WO|White|Sauvignon Blanc; Chardonnay
South Africa|Cape South Coast|Walker Bay|WO|Red|Pinot Noir; Chardonnay
South Africa|Cape South Coast|Hemel-en-Aarde Valley|WO|Red|Pinot Noir; Chardonnay
South Africa|Cape South Coast|Upper Hemel-en-Aarde Valley|WO|Red|Pinot Noir
South Africa|Cape South Coast|Hemel-en-Aarde Ridge|WO|Red|Pinot Noir
South Africa|Cape South Coast|Cape Agulhas|WO|White|Sauvignon Blanc
South Africa|Cape South Coast|Elim|WO|White|Sauvignon Blanc; Syrah
South Africa|Cape South Coast|Bot River|WO|Red|Syrah; Chenin Blanc
South Africa|Cape South Coast|Overberg|WO|White|Sauvignon Blanc
South Africa|Breede River Valley|Robertson|WO|White|Chardonnay; Sauvignon Blanc
South Africa|Breede River Valley|Worcester|WO|White|Chenin Blanc; Colombard
South Africa|Breede River Valley|Breedekloof|WO|White|Chenin Blanc
South Africa|Klein Karoo|Calitzdorp|WO|Fortified|Touriga Nacional; Tinta Barocca
South Africa|Klein Karoo|Klein Karoo|WO|Fortified|Muscat; Touriga Nacional
South Africa|Olifants River|Olifants River|WO|White|Chenin Blanc; Colombard
South Africa|Olifants River|Citrusdal Mountain|WO|Red|Syrah; Chenin Blanc
South Africa|Cederberg|Cederberg|WO|White|Sauvignon Blanc; Chenin Blanc
South Africa|Northern Cape|Douglas|WO|White|Colombard
South Africa|National|Pinotage|Grape wine|Red|Pinotage
South Africa|National|Cape Blend|Style|Red|Pinotage; Cabernet Sauvignon; Merlot
South Africa|National|Methode Cap Classique|Style|Sparkling|Chardonnay; Pinot Noir
South Africa|National|Cape Vintage (Cape Port)|Style|Fortified|Touriga Nacional; Tinta Barocca
Morocco|Meknès|Guerrouane|AOG|Red|Carignan; Cinsault; Grenache
Morocco|Meknès|Beni M'Tir|AOG|Red|Cabernet Sauvignon; Syrah
Morocco|Meknès|Coteaux de l'Atlas|AOC|Red|Syrah; Cabernet Sauvignon
Morocco|Fès|Zerhoune|AOG|Red|Carignan; Cinsault
Morocco|Oriental|Berkane|AOG|Red|Carignan; Alicante Bouschet
Morocco|Casablanca|Gris de Boulaouane|AOG|Rosé|Cinsault; Grenache
Algeria|Mascara|Coteaux de Mascara|AOG|Red|Carignan; Cinsault
Algeria|Médéa|Coteaux du Zaccar|AOG|Red|Carignan; Cinsault
Algeria|Tlemcen|Coteaux de Tlemcen|AOG|Red|Carignan; Grenache
Algeria|Aïn Témouchent|Aïn Bessem-Bouira|AOG|Red|Carignan; Cinsault
Tunisia|Nabeul|Mornag|AOC|Red|Carignan; Syrah
Tunisia|Nabeul|Grombalia|AOC|Red|Carignan; Cinsault
Tunisia|Nabeul|Muscat de Kelibia|AOC|White|Muscat of Alexandria
Tunisia|Bizerte|Sidi Salem|AOC|Red|Carignan; Cabernet Sauvignon
Egypt|Nile Delta|Gianaclis (Abu Hummus)|Regional|White|Bannati; Chardonnay
Egypt|Alexandria|Alexandria|Regional|Red|Grenache; Bobal
Ethiopia|Rift Valley|Ziway|Regional|Red|Syrah; Cabernet Sauvignon
Kenya|Rift Valley|Naivasha|Regional|Red|Shiraz; Sauvignon Blanc
Tanzania|Dodoma|Dodoma|Regional|Red|Makutupora; Chenin Blanc
Zimbabwe|Mashonaland|Odzi Valley|Regional|Red|Cabernet Sauvignon; Pinotage
Namibia|Erongo|Omaruru|Regional|Red|Colombard; Ruby Cabernet
Madagascar|Fianarantsoa|Betsileo|Regional|Rosé|Villard; Couderc
China|Ningxia|Helan Mountain East|Regional|Red|Cabernet Sauvignon; Marselan
China|Shandong|Yantai-Penglai|Regional|Red|Cabernet Gernischt; Chardonnay
China|Hebei|Huailai|Regional|Red|Cabernet Sauvignon; Longyan
China|Hebei|Changli|Regional|Red|Cabernet Sauvignon
China|Xinjiang|Turpan Basin|Regional|Sweet White|Muscat; Cabernet Sauvignon
China|Xinjiang|Manas|Regional|Red|Cabernet Sauvignon; Merlot
China|Shanxi|Shanxi|Regional|Red|Cabernet Sauvignon; Aglianico
China|Yunnan|Shangri-La (Deqin)|Regional|Red|Cabernet Sauvignon; Cabernet Franc
China|National|Marselan (China)|Grape wine|Red|Marselan
Japan|Yamanashi|Yamanashi|GI|White|Koshu
Japan|Yamanashi|Katsunuma|Regional|White|Koshu
Japan|Nagano|Nagano|GI|Red|Merlot; Chardonnay
Japan|Hokkaido|Hokkaido|GI|White|Kerner; Pinot Noir
Japan|Yamagata|Yamagata|GI|Red|Merlot; Delaware
Japan|Iwate|Iwate|Regional|White|Riesling Lion; Kerner
Japan|Osaka|Osaka|GI|Red|Delaware; Merlot
Japan|National|Muscat Bailey A|Grape wine|Red|Muscat Bailey A
India|Maharashtra|Nashik|Regional|Red|Cabernet Sauvignon; Shiraz; Chenin Blanc
India|Maharashtra|Akluj|Regional|Red|Cabernet Sauvignon; Shiraz
India|Karnataka|Nandi Hills|Regional|Red|Shiraz; Viognier
India|Karnataka|Krishna Valley|Regional|Red|Cabernet Sauvignon
Thailand|Khao Yai|Khao Yai|Regional|Red|Shiraz; Chenin Blanc
Thailand|Hua Hin|Hua Hin Hills|Regional|Red|Shiraz; Muscat
Thailand|Chao Phraya|Chao Phraya Delta|Regional|White|Malaga Blanc
Vietnam|Ninh Thuận|Ninh Thuận|Regional|Red|Cardinal
Vietnam|Lâm Đồng|Đà Lạt|Regional|Red|Cardinal; Cabernet Sauvignon
Myanmar|Shan State|Aythaya (Taunggyi)|Regional|Red|Shiraz; Sauvignon Blanc
Myanmar|Shan State|Inle Lake|Regional|Red|Shiraz; Chenin Blanc
Indonesia|Bali|North Bali (Singaraja)|Regional|Rosé|Alphonse Lavallée; Belgia
South Korea|Chungcheongbuk|Yeongdong|Regional|Red|Campbell Early
South Korea|Gyeongsangbuk|Gyeongsan|Regional|Red|Campbell Early; MBA
Taiwan|Changhua|Erlin|Regional|Red|Black Queen; Golden Muscat
Kazakhstan|Almaty|Assa Valley|Regional|Red|Saperavi; Cabernet Sauvignon
Uzbekistan|Samarkand|Samarkand|Regional|Sweet White|Bayan Shirey; Muscat
Kyrgyzstan|Chüy|Chüy Valley|Regional|Red|Saperavi
Tajikistan|Sughd|Sughd|Regional|Sweet White|Muscat; Rkatsiteli
Turkmenistan|Ahal|Ahal|Regional|Fortified|Terbash; Rkatsiteli
